ticker,company_name,sector,cik,year,document_type,source,filing_date,accession_number,filing_url,document_url,text_len,theme_categories,theme_counts_json,theme_counts_per_10k_json,tone_positive,tone_negative,tone_net,has_text,analyst_notes,innovation_per_10k,customer_focus_per_10k,employees_culture_per_10k,diversity_inclusion_per_10k,sustainability_environment_per_10k,community_social_impact_per_10k,integrity_ethics_trust_per_10k,health_safety_wellbeing_per_10k,financial_performance_growth_per_10k,total_theme_mentions_per_10k,dominant_theme,event_period
AAPL,Apple,Technology,320193,2017,DEF 14A proxy statement,SEC EDGAR,2017-01-06,0001193125-17-003753,https://www.sec.gov/Archives/edgar/data/320193/000119312517003753,https://www.sec.gov/Archives/edgar/data/320193/000119312517003753/d257185ddef14a.htm,206517,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 58, ""customer_focus"": 47, ""employees_culture"": 77, ""diversity_inclusion"": 131, ""sustainability_environment"": 11, ""community_social_impact"": 15, ""integrity_ethics_trust"": 85, ""health_safety_wellbeing"": 11, ""financial_performance_growth"": 762}","{""innovation"": 2.8085, ""customer_focus"": 2.2758, ""employees_culture"": 3.7285, ""diversity_inclusion"": 6.3433, ""sustainability_environment"": 0.5326, ""community_social_impact"": 0.7263, ""integrity_ethics_trust"": 4.1159, ""health_safety_wellbeing"": 0.5326, ""financial_performance_growth"": 36.8977}",91,50,0.2908,True,"downloaded on attempt 1. Clean text length: 206517. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.8085,2.2758,3.7285,6.3433,0.5326,0.7263,4.1159,0.5326,36.8977,57.9612,financial_performance_growth,pre_2020
AAPL,Apple,Technology,320193,2018,DEF 14A proxy statement,SEC EDGAR,,,,,0,,{},{},0,0,0.0,False,No DEF 14A filing found for this filing year.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,pre_2020
AAPL,Apple,Technology,320193,2019,DEF 14A proxy statement,SEC EDGAR,2019-01-08,0001193125-19-004664,https://www.sec.gov/Archives/edgar/data/320193/000119312519004664,https://www.sec.gov/Archives/edgar/data/320193/000119312519004664/d667873ddef14a.htm,175659,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 35, ""customer_focus"": 56, ""employees_culture"": 72, ""diversity_inclusion"": 82, ""sustainability_environment"": 11, ""community_social_impact"": 2, ""integrity_ethics_trust"": 83, ""health_safety_wellbeing"": 8, ""financial_performance_growth"": 634}","{""innovation"": 1.9925, ""customer_focus"": 3.188, ""employees_culture"": 4.0989, ""diversity_inclusion"": 4.6681, ""sustainability_environment"": 0.6262, ""community_social_impact"": 0.1139, ""integrity_ethics_trust"": 4.7251, ""health_safety_wellbeing"": 0.4554, ""financial_performance_growth"": 36.0927}",61,50,0.0991,True,"downloaded on attempt 1. Clean text length: 175659. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.9925,3.188,4.0989,4.6681,0.6262,0.1139,4.7251,0.4554,36.0927,55.960800000000006,financial_performance_growth,pre_2020
AAPL,Apple,Technology,320193,2020,DEF 14A proxy statement,SEC EDGAR,2020-01-03,0001193125-20-001450,https://www.sec.gov/Archives/edgar/data/320193/000119312520001450,https://www.sec.gov/Archives/edgar/data/320193/000119312520001450/d799303ddef14a.htm,185553,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 39, ""customer_focus"": 48, ""employees_culture"": 94, ""diversity_inclusion"": 73, ""sustainability_environment"": 55, ""community_social_impact"": 4, ""integrity_ethics_trust"": 103, ""health_safety_wellbeing"": 12, ""financial_performance_growth"": 631}","{""innovation"": 2.1018, ""customer_focus"": 2.5869, ""employees_culture"": 5.0659, ""diversity_inclusion"": 3.9342, ""sustainability_environment"": 2.9641, ""community_social_impact"": 0.2156, ""integrity_ethics_trust"": 5.551, ""health_safety_wellbeing"": 0.6467, ""financial_performance_growth"": 34.0065}",85,56,0.2057,True,"downloaded on attempt 1. Clean text length: 185553. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.1018,2.5869,5.0659,3.9342,2.9641,0.2156,5.551,0.6467,34.0065,57.0727,financial_performance_growth,covid_2020_2021
AAPL,Apple,Technology,320193,2021,DEF 14A proxy statement,SEC EDGAR,2021-01-05,0001193125-21-001987,https://www.sec.gov/Archives/edgar/data/320193/000119312521001987,https://www.sec.gov/Archives/edgar/data/320193/000119312521001987/d767770ddef14a.htm,189397,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 53, ""customer_focus"": 66, ""employees_culture"": 108, ""diversity_inclusion"": 85, ""sustainability_environment"": 39, ""community_social_impact"": 21, ""integrity_ethics_trust"": 130, ""health_safety_wellbeing"": 23, ""financial_performance_growth"": 647}","{""innovation"": 2.7984, ""customer_focus"": 3.4847, ""employees_culture"": 5.7023, ""diversity_inclusion"": 4.4879, ""sustainability_environment"": 2.0592, ""community_social_impact"": 1.1088, ""integrity_ethics_trust"": 6.8639, ""health_safety_wellbeing"": 1.2144, ""financial_performance_growth"": 34.161}",104,63,0.2455,True,"downloaded on attempt 1. Clean text length: 189397. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.7984,3.4847,5.7023,4.4879,2.0592,1.1088,6.8639,1.2144,34.161,61.8806,financial_performance_growth,covid_2020_2021
AAPL,Apple,Technology,320193,2022,DEF 14A proxy statement,SEC EDGAR,2022-01-06,0001193125-22-003583,https://www.sec.gov/Archives/edgar/data/320193/000119312522003583,https://www.sec.gov/Archives/edgar/data/320193/000119312522003583/d222670ddef14a.htm,363372,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 87, ""customer_focus"": 113, ""employees_culture"": 320, ""diversity_inclusion"": 261, ""sustainability_environment"": 96, ""community_social_impact"": 63, ""integrity_ethics_trust"": 247, ""health_safety_wellbeing"": 26, ""financial_performance_growth"": 901}","{""innovation"": 2.3942, ""customer_focus"": 3.1098, ""employees_culture"": 8.8064, ""diversity_inclusion"": 7.1827, ""sustainability_environment"": 2.6419, ""community_social_impact"": 1.7338, ""integrity_ethics_trust"": 6.7974, ""health_safety_wellbeing"": 0.7155, ""financial_performance_growth"": 24.7955}",233,122,0.3127,True,"downloaded on attempt 1. Clean text length: 363372. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.3942,3.1098,8.8064,7.1827,2.6419,1.7338,6.7974,0.7155,24.7955,58.1772,financial_performance_growth,post_2021
AAPL,Apple,Technology,320193,2023,DEF 14A proxy statement,SEC EDGAR,2023-01-12,0001308179-23-000019,https://www.sec.gov/Archives/edgar/data/320193/000130817923000019,https://www.sec.gov/Archives/edgar/data/320193/000130817923000019/laap2023_def14a.htm,297102,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 86, ""customer_focus"": 85, ""employees_culture"": 227, ""diversity_inclusion"": 315, ""sustainability_environment"": 82, ""community_social_impact"": 59, ""integrity_ethics_trust"": 259, ""health_safety_wellbeing"": 21, ""financial_performance_growth"": 1062}","{""innovation"": 2.8946, ""customer_focus"": 2.861, ""employees_culture"": 7.6405, ""diversity_inclusion"": 10.6024, ""sustainability_environment"": 2.76, ""community_social_impact"": 1.9858, ""integrity_ethics_trust"": 8.7175, ""health_safety_wellbeing"": 0.7068, ""financial_performance_growth"": 35.7453}",251,114,0.3753,True,"downloaded on attempt 1. Clean text length: 297102. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.8946,2.861,7.6405,10.6024,2.76,1.9858,8.7175,0.7068,35.7453,73.9139,financial_performance_growth,post_2021
AAPL,Apple,Technology,320193,2024,DEF 14A proxy statement,SEC EDGAR,2024-01-11,0001308179-24-000010,https://www.sec.gov/Archives/edgar/data/320193/000130817924000010,https://www.sec.gov/Archives/edgar/data/320193/000130817924000010/laapl2024_def14a.htm,299918,innovation;customer_focus;employees_culture;diversity_inclusion;sustainability_environment;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 175, ""customer_focus"": 135, ""employees_culture"": 373, ""diversity_inclusion"": 305, ""sustainability_environment"": 75, ""community_social_impact"": 43, ""integrity_ethics_trust"": 266, ""health_safety_wellbeing"": 21, ""financial_performance_growth"": 1012}","{""innovation"": 5.8349, ""customer_focus"": 4.5012, ""employees_culture"": 12.4367, ""diversity_inclusion"": 10.1694, ""sustainability_environment"": 2.5007, ""community_social_impact"": 1.4337, ""integrity_ethics_trust"": 8.8691, ""health_safety_wellbeing"": 0.7002, ""financial_performance_growth"": 33.7426}",289,99,0.4897,True,"downloaded on attempt 1. Clean text length: 299918. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, sustainability_environment, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",5.8349,4.5012,12.4367,10.1694,2.5007,1.4337,8.8691,0.7002,33.7426,80.1885,financial_performance_growth,post_2021
NVDA,NVIDIA,Technology,1045810,2016,DEF 14A proxy statement,SEC EDGAR,2016-04-07,0001045810-16-000229,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000229,https://www.sec.gov/Archives/edgar/data/1045810/000104581016000229/nvda2016proxystatement.htm,416234,innovation;customer_focus;employees_culture;diversity_inclusion;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 56, ""customer_focus"": 142, ""employees_culture"": 256, ""diversity_inclusion"": 136, ""sustainability_environment"": 0, ""community_social_impact"": 10, ""integrity_ethics_trust"": 108, ""health_safety_wellbeing"": 9, ""financial_performance_growth"": 990}","{""innovation"": 1.3454, ""customer_focus"": 3.4115, ""employees_culture"": 6.1504, ""diversity_inclusion"": 3.2674, ""sustainability_environment"": 0.0, ""community_social_impact"": 0.2402, ""integrity_ethics_trust"": 2.5947, ""health_safety_wellbeing"": 0.2162, ""financial_performance_growth"": 23.7847}",122,71,0.2642,True,"downloaded on attempt 1. Clean text length: 416234. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.3454,3.4115,6.1504,3.2674,0.0,0.2402,2.5947,0.2162,23.7847,41.0105,financial_performance_growth,pre_2020
NVDA,NVIDIA,Technology,1045810,2017,DEF 14A proxy statement,SEC EDGAR,2017-04-07,0001045810-17-000063,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000063,https://www.sec.gov/Archives/edgar/data/1045810/000104581017000063/nvda2017proxystatement.htm,187401,innovation;customer_focus;employees_culture;diversity_inclusion;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 56, ""customer_focus"": 52, ""employees_culture"": 72, ""diversity_inclusion"": 94, ""sustainability_environment"": 0, ""community_social_impact"": 10, ""integrity_ethics_trust"": 90, ""health_safety_wellbeing"": 7, ""financial_performance_growth"": 644}","{""innovation"": 2.9882, ""customer_focus"": 2.7748, ""employees_culture"": 3.842, ""diversity_inclusion"": 5.016, ""sustainability_environment"": 0.0, ""community_social_impact"": 0.5336, ""integrity_ethics_trust"": 4.8025, ""health_safety_wellbeing"": 0.3735, ""financial_performance_growth"": 34.3648}",68,50,0.1525,True,"downloaded on attempt 1. Clean text length: 187401. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",2.9882,2.7748,3.842,5.016,0.0,0.5336,4.8025,0.3735,34.3648,54.69540000000001,financial_performance_growth,pre_2020
NVDA,NVIDIA,Technology,1045810,2018,DEF 14A proxy statement,SEC EDGAR,2018-04-06,0001045810-18-000047,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000047,https://www.sec.gov/Archives/edgar/data/1045810/000104581018000047/nvda2018proxystatementsecf.htm,390356,innovation;customer_focus;employees_culture;diversity_inclusion;community_social_impact;integrity_ethics_trust;health_safety_wellbeing;financial_performance_growth,"{""innovation"": 47, ""customer_focus"": 131, ""employees_culture"": 236, ""diversity_inclusion"": 110, ""sustainability_environment"": 0, ""community_social_impact"": 9, ""integrity_ethics_trust"": 101, ""health_safety_wellbeing"": 8, ""financial_performance_growth"": 843}","{""innovation"": 1.204, ""customer_focus"": 3.3559, ""employees_culture"": 6.0458, ""diversity_inclusion"": 2.8179, ""sustainability_environment"": 0.0, ""community_social_impact"": 0.2306, ""integrity_ethics_trust"": 2.5874, ""health_safety_wellbeing"": 0.2049, ""financial_performance_growth"": 21.5957}",144,77,0.3032,True,"downloaded on attempt 1. Clean text length: 390356. Themes: innovation, customer_focus, employees_culture, diversity_inclusion, community_social_impact, integrity_ethics_trust, health_safety_wellbeing, financial_performance_growth.",1.204,3.3559,6.0458,2.8179,0.0,0.2306,2.5874,0.2049,21.5957,38.042199999999994,financial_performance_growth,pre_2020
